log_id,employee_id,clock_in,clock_out,department,pay_rate,log_date
LOG0001598,EMP00941,2024-10-19 10:11:41,,HR,59.49,2024-10-19
LOG0003537,EMP00232,2024-03-27 08:47:06,2024-03-27 13:44:36,Engineering,79.25,2024-03-27
LOG0004472,EMP00849,2024-11-04 09:41:21,2024-11-04 16:38:32,Safety,30.55,2024-11-04
LOG0000218,EMP00530,2024-08-20 09:01:04,2024-08-20 17:46:16,Bus,38.45,2024-08-20
LOG0001819,EMP00233,2024-12-18 08:12:43,2024-12-18 19:04:18,Infrastructure,76.38,2024-12-18
LOG0002256,EMP00189,2024-08-23 06:22:53,2024-08-23 19:05:58,Engineering,42.56,2024-08-23
LOG0002298,EMP00311,2024-06-27 10:55:33,2024-06-27 21:41:22,Procurement,67.64,2024-06-27
LOG0003401,EMP00334,2024-12-23 14:16:36,2024-12-24 00:42:03,Scheduling,81.48,2024-12-23
LOG0005126,EMP00562,2024-09-13 09:30:55,2024-09-13 21:48:53,Rail,82.64,2024-09-13
LOG0001168,EMP00196,2024-01-11 09:53:02,2024-01-11 16:35:12,Engineering,28.12,2024-01-11
LOG0003813,EMP00666,2024-07-01 14:01:48,2024-07-02 01:18:53,Rail,42.95,2024-07-01
LOG0000754,EMP00649,2024-12-27 10:57:05,2024-12-27 20:08:12,HR,80.61,2024-12-27
LOG0002072,EMP00397,2024-04-14 07:13:48,2024-04-14 19:28:09,Infrastructure,78.48,2024-04-14
LOG0003276,EMP00903,2024-10-06 22:02:41,2024-10-07 11:55:19,HR,49.51,2024-10-06
LOG0004418,EMP00571,2024-12-08 10:50:23,2024-12-08 23:02:59,Engineering,20.94,2024-12-08
LOG0000075,EMP00094,2024-12-07 07:07:15,2024-12-07 17:26:59,Scheduling,45.66,2024-12-07
LOG0004031,EMP00228,2024-12-30 14:57:16,2024-12-31 03:58:00,Procurement,62.34,2024-12-30
LOG0001851,EMP00981,2024-12-22 10:03:16,2024-12-22 14:50:49,Customer Service,24.9,2024-12-22
LOG0002732,EMP00609,2024-11-10 14:24:49,2024-11-10 23:29:18,Infrastructure,73.7,2024-11-10
LOG0002724,EMP00189,2024-09-09 06:11:11,2024-09-09 11:36:26,Engineering,42.56,2024-09-09
LOG0001762,EMP00999,2024-03-15 10:21:34,2024-03-15 20:41:11,Infrastructure,64.02,2024-03-15
LOG0000858,EMP00256,2024-07-29 06:58:31,2024-07-29 11:02:39,Rail,36.15,2024-07-29
LOG0003846,EMP00540,2024-02-03 08:24:41,2024-02-03 16:42:09,Maintenance,51.8,2024-02-03
LOG0003386,EMP00941,2024-12-23 22:36:43,2024-12-24 07:27:21,HR,59.49,2024-12-23
LOG0004371,EMP00736,2024-09-14 09:15:53,2024-09-14 20:38:24,Safety,67.22,2024-09-14
LOG0000191,EMP00769,2024-01-19 14:08:30,2024-01-19 19:41:43,Safety,20.99,2024-01-19
LOG0004966,EMP00531,2024-03-07 10:36:01,2024-03-07 21:11:31,Operations,24.72,2024-03-07
LOG0003461,EMP00900,2024-11-27 22:34:33,2024-11-28 09:00:41,Rail,83.9,2024-11-27
LOG0002359,EMP00533,2024-11-14 07:58:25,2024-11-14 18:14:22,Legal,47.35,2024-11-14
LOG0001684,EMP00520,2024-08-18 08:47:51,2024-08-18 17:36:07,Operations,53.34,2024-08-18
LOG0001625,EMP00900,2024-03-02 22:14:48,2024-03-03 08:31:46,Rail,83.9,2024-03-02
LOG0001763,EMP00918,2024-03-12 22:50:13,2024-03-13 11:05:01,IT,74.07,2024-03-12
LOG0000789,EMP00636,2024-08-04 08:49:23,2024-08-04 20:47:53,Infrastructure,27.29,2024-08-04
LOG0003438,EMP00289,2024-08-07 06:47:41,2024-08-07 14:24:02,Operations,32.09,2024-08-07
LOG0005162,EMP00181,2024-12-24 14:13:58,2024-12-25 03:21:59,Operations,69.25,2024-12-24
LOG0001303,EMP00868,2024-02-23 06:23:01,2024-02-23 16:30:46,Maintenance,68.99,2024-02-23
LOG0003861,EMP00115,2024-08-03 07:21:35,2024-08-03 21:17:16,Bus,43.97,2024-08-03
LOG0004010,EMP00300,2024-07-15 10:08:35,,Maintenance,53.79,2024-07-15
LOG0000447,EMP00039,2024-01-29 22:57:05,2024-01-30 06:05:25,Bus,22.76,2024-01-29
LOG0005056,EMP00248,2024-06-10 08:18:47,2024-06-10 14:10:11,Operations,44.98,2024-06-10
LOG0000669,EMP00609,2024-05-10 10:05:08,2024-05-10 21:36:06,Infrastructure,73.7,2024-05-10
LOG0002674,EMP00934,2024-05-18 06:15:10,,Scheduling,75.12,2024-05-18
LOG0004073,EMP00246,2024-12-28 10:01:47,2024-12-28 17:45:30,Infrastructure,43.14,2024-12-28
LOG0002863,EMP00343,2024-08-05 09:48:55,2024-08-05 15:24:50,Operations,37.58,2024-08-05
LOG0003844,EMP00797,2024-05-10 06:46:24,2024-05-10 16:12:03,Scheduling,39.75,2024-05-10
LOG0000199,EMP00499,2024-03-30 06:23:50,2024-03-30 10:46:16,IT,28.42,2024-03-30
LOG0004799,EMP00995,2024-08-09 14:11:57,2024-08-09 22:48:57,Engineering,55.4,2024-08-09
LOG0002703,EMP00237,2024-09-01 10:39:22,2024-09-01 22:09:54,Scheduling,35.93,2024-09-01
LOG0000123,EMP00502,2024-03-27 08:39:52,2024-03-27 22:33:57,Engineering,53.74,2024-03-27
LOG0004707,EMP00738,2024-12-21 07:41:17,2024-12-21 18:37:11,Scheduling,68.92,2024-12-21
LOG0002169,EMP00065,2024-06-18 22:02:38,2024-06-19 08:57:42,Bus,52.14,2024-06-18
LOG0001235,EMP00357,2024-01-02 09:04:31,2024-01-02 18:39:09,Legal,70.31,2024-01-02
LOG0003176,EMP00312,2024-01-22 07:18:35,2024-01-22 13:30:05,Bus,39.88,2024-01-22
LOG0003088,EMP00876,2024-04-29 06:23:11,2024-04-29 19:47:10,Operations,55.29,2024-04-29
LOG0001847,EMP00710,2024-08-16 09:05:27,2024-08-16 15:38:24,Customer Service,51.91,2024-08-16
LOG0001488,EMP00430,2024-11-14 08:01:50,,Legal,63.77,2024-11-14
LOG0001176,EMP00423,2024-03-24 09:29:47,2024-03-24 23:25:21,Customer Service,67.66,2024-03-24
LOG0005030,EMP00638,2024-07-17 07:49:46,2024-07-17 17:13:51,Rail,43.95,2024-07-17
LOG0000213,EMP00511,2024-06-19 22:12:45,2024-06-20 09:47:47,Scheduling,42.39,2024-06-19
LOG0004927,EMP00020,2024-05-17 09:14:28,2024-05-17 14:15:04,Rail,36.11,2024-05-17
LOG0003936,EMP00191,2024-02-06 22:29:26,2024-02-07 10:16:54,Infrastructure,50.73,2024-02-06
LOG0002019,EMP00340,2024-07-06 14:48:56,2024-07-07 02:25:35,Operations,46.09,2024-07-06
LOG0001104,EMP00011,2024-08-24 22:48:55,2024-08-25 07:59:43,Bus,65.35,2024-08-24
LOG0000461,EMP00665,2024-01-18 08:55:05,2024-01-18 21:09:00,Safety,48.77,2024-01-18
LOG0004463,EMP00638,2024-05-19 08:30:08,2024-05-19 21:57:57,Rail,43.95,2024-05-19
LOG0004308,EMP00833,2024-01-06 08:10:23,2024-01-06 15:40:25,Maintenance,37.3,2024-01-06
LOG0005140,EMP00407,2024-07-27 10:24:19,2024-07-28 00:09:55,Rail,24.94,2024-07-27
LOG0000267,EMP00325,2024-01-18 06:39:05,2024-01-18 11:13:12,Finance,30.49,2024-01-18
LOG0001587,EMP00309,2024-10-29 10:10:57,2024-10-29 15:10:46,Operations,22.28,2024-10-29
LOG0004099,EMP00257,2024-08-29 07:18:05,2024-08-29 21:12:10,Maintenance,68.09,2024-08-29
LOG0003522,EMP00449,2024-07-12 14:47:44,2024-07-12 19:37:56,Scheduling,80.68,2024-07-12
LOG0004398,EMP00627,2024-09-13 22:22:42,2024-09-14 08:53:58,Procurement,21.72,2024-09-13
LOG0004248,EMP00868,2024-09-25 22:33:25,2024-09-26 08:09:57,Maintenance,68.99,2024-09-25
LOG0000729,EMP00695,2024-05-04 10:05:03,2024-05-04 15:27:34,Finance,35.8,2024-05-04
LOG0002554,EMP00044,2024-11-29 07:38:05,2024-11-29 15:47:30,Procurement,49.95,2024-11-29
LOG0003709,EMP00999,2024-03-11 08:00:26,2024-03-11 17:47:35,Infrastructure,64.02,2024-03-11
LOG0004051,EMP00430,2024-09-10 22:54:23,2024-09-11 09:02:20,Legal,63.77,2024-09-10
LOG0002505,EMP00117,2024-02-06 10:19:40,2024-02-06 20:27:43,Bus,73.89,2024-02-06
LOG0003465,EMP00246,2024-10-28 10:09:24,2024-10-28 19:41:22,Infrastructure,43.14,2024-10-28
LOG0004277,EMP00941,2024-08-20 14:40:42,2024-08-21 03:05:55,HR,59.49,2024-08-20
LOG0004047,EMP00083,2024-08-17 07:53:07,2024-08-17 20:44:39,Bus,72.8,2024-08-17
LOG0001726,EMP00230,2024-09-13 08:20:24,2024-09-13 19:53:58,Infrastructure,27.24,2024-09-13
LOG0003892,EMP00541,2024-05-29 10:01:47,2024-05-29 16:52:55,Bus,74.27,2024-05-29
LOG0004459,EMP00941,2024-12-08 06:19:19,2024-12-08 14:49:34,HR,59.49,2024-12-08
LOG0002535,EMP00856,2024-07-09 08:35:35,2024-07-09 13:24:30,Scheduling,63.47,2024-07-09
LOG0004880,EMP00212,2024-12-03 07:03:58,2024-12-03 12:27:04,Infrastructure,24.51,2024-12-03
LOG0000801,EMP00927,2024-01-28 22:59:45,2024-01-29 06:02:11,Finance,69.39,2024-01-28
LOG0004577,EMP00439,2024-01-30 14:54:45,2024-01-30 21:58:23,Bus,64.4,2024-01-30
LOG0004817,EMP00745,2024-03-18 07:04:52,2024-03-18 14:51:15,Scheduling,37.22,2024-03-18
LOG0003407,EMP00176,2024-08-02 08:22:57,2024-08-02 15:34:08,Finance,47.7,2024-08-02
LOG0002109,EMP00484,2024-10-09 14:38:48,2024-10-10 00:38:59,Scheduling,75.71,2024-10-09
LOG0003910,EMP00745,2024-12-13 08:19:40,2024-12-13 13:00:57,Scheduling,37.22,2024-12-13
LOG0005155,EMP00438,2024-12-27 09:33:37,2024-12-27 15:39:50,Finance,33.45,2024-12-27
LOG0003913,EMP00514,2024-02-21 07:15:17,2024-02-21 15:00:27,Infrastructure,28.2,2024-02-21
LOG0002277,EMP00860,2024-07-06 09:19:48,2024-07-06 22:34:12,IT,72.84,2024-07-06
LOG0000317,EMP00903,2024-01-31 08:08:07,2024-01-31 20:39:06,HR,49.51,2024-01-31
LOG0002821,EMP00420,2024-09-12 08:30:57,2024-09-12 16:24:13,Engineering,21.18,2024-09-12
LOG0004884,EMP00129,2024-01-02 09:46:36,2024-01-02 14:59:05,Procurement,82.16,2024-01-02
LOG0001165,EMP00783,2024-05-23 06:13:58,2024-05-23 11:36:14,Safety,30.31,2024-05-23
LOG0002232,EMP00531,2024-03-13 10:05:32,2024-03-13 22:15:32,Operations,24.72,2024-03-13
LOG0003379,EMP00485,2024-01-28 07:57:31,2024-01-28 14:39:39,Engineering,26.97,2024-01-28
LOG0002139,EMP00999,2024-08-30 09:59:03,2024-08-30 23:48:14,Infrastructure,64.02,2024-08-30
LOG0002174,EMP00062,2024-12-21 14:28:05,2024-12-21 22:02:14,Infrastructure,39.39,2024-12-21
LOG0002874,EMP00848,2024-03-05 22:36:30,2024-03-06 05:40:55,IT,79.1,2024-03-05
LOG0003944,EMP00310,2024-03-15 22:45:38,2024-03-16 03:53:48,Customer Service,58.01,2024-03-15
LOG0004283,EMP00470,2024-03-24 09:03:29,2024-03-24 19:00:05,Engineering,71.83,2024-03-24
LOG0000545,EMP00341,2024-07-04 07:46:18,2024-07-04 18:51:11,IT,84.64,2024-07-04
LOG0000022,EMP00792,2024-11-10 06:48:54,,IT,57.37,2024-11-10
LOG0003830,EMP00840,2024-08-07 06:03:55,2024-08-07 16:34:48,Finance,36.06,2024-08-07
LOG0002125,EMP00244,2024-04-07 22:33:20,2024-04-08 08:16:14,Customer Service,67.86,2024-04-07
LOG0003162,EMP00040,2024-09-27 07:29:31,2024-09-27 18:04:57,Customer Service,33.14,2024-09-27
LOG0002840,EMP00311,2024-08-06 06:32:30,2024-08-06 15:36:06,Procurement,67.64,2024-08-06
LOG0000421,EMP00796,2024-10-29 09:39:43,2024-10-29 17:11:22,Bus,28.47,2024-10-29
LOG0001772,EMP00206,2024-04-16 07:52:49,2024-04-16 05:58:30,Maintenance,53.48,2024-04-16
LOG0001369,EMP00081,2024-11-05 09:58:11,2024-11-05 20:45:06,Legal,67.38,2024-11-05
LOG0000827,EMP00238,2024-10-01 07:04:40,2024-10-01 18:24:16,Maintenance,63.38,2024-10-01
LOG0005099,EMP00587,2024-10-09 22:40:45,2024-10-10 06:24:06,Infrastructure,59.34,2024-10-09
LOG0000485,EMP00237,2024-05-13 06:20:02,2024-05-13 20:07:08,Scheduling,35.93,2024-05-13
LOG0004427,EMP00944,2024-01-17 10:47:46,2024-01-17 15:09:39,IT,36.9,2024-01-17
LOG0005029,EMP00630,2024-03-07 10:51:28,2024-03-08 00:25:51,Rail,76.65,2024-03-07
LOG0001859,EMP00293,2024-05-19 10:52:01,2024-05-19 19:52:33,IT,75.81,2024-05-19
LOG0001743,EMP00174,2024-01-28 08:13:41,2024-01-28 14:08:09,Bus,61.57,2024-01-28
LOG0002325,EMP00869,2024-07-23 08:19:34,2024-07-23 13:42:30,Legal,60.64,2024-07-23
LOG0004039,EMP00236,2024-08-12 10:36:24,2024-08-12 20:37:02,Finance,54.18,2024-08-12
LOG0002771,EMP00343,2024-09-13 10:57:24,2024-09-13 21:41:18,Operations,37.58,2024-09-13
LOG0002525,EMP00895,2024-10-11 22:34:28,2024-10-12 05:48:25,Infrastructure,62.69,2024-10-11
LOG0001020,EMP00535,2024-03-11 07:05:46,2024-03-11 18:00:43,Finance,21.6,2024-03-11
LOG0000561,EMP00835,2024-06-23 22:40:10,2024-06-24 02:54:13,IT,38.14,2024-06-23
LOG0002110,EMP00741,2024-02-15 10:18:09,2024-02-15 19:39:18,Infrastructure,23.49,2024-02-15
LOG0003810,EMP00403,2024-01-05 22:39:27,2024-01-06 07:37:46,Safety,46.14,2024-01-05
LOG0001479,EMP00416,2024-09-17 06:29:01,2024-09-17 10:33:22,HR,55.29,2024-09-17
LOG0002342,EMP00579,2024-10-23 22:15:52,2024-10-24 08:34:03,IT,79.72,2024-10-23
LOG0000936,EMP00053,2024-03-16 08:09:05,,IT,36.14,2024-03-16
LOG0001436,EMP00188,2024-04-28 07:19:32,2024-04-28 14:22:45,Scheduling,76.31,2024-04-28
LOG0004663,EMP00007,2024-12-22 14:38:17,2024-12-22 22:48:13,Bus,82.15,2024-12-22
LOG0000821,EMP00477,2024-12-03 10:28:08,2024-12-03 20:14:22,Safety,63.24,2024-12-03
LOG0004938,EMP00281,2024-02-18 10:32:23,2024-02-18 22:06:55,Rail,67.77,2024-02-18
LOG0002283,EMP00266,2024-12-16 14:41:00,2024-12-16 20:54:06,Infrastructure,76.06,2024-12-16
LOG0002412,EMP00522,2024-05-03 14:38:07,2024-05-03 20:06:22,Maintenance,65.53,2024-05-03
LOG0002969,EMP00724,2024-02-12 06:33:56,2024-02-12 11:25:01,Scheduling,44.81,2024-02-12
LOG0001450,EMP00554,2024-05-21 10:23:28,2024-05-21 23:37:37,Scheduling,43.82,2024-05-21
LOG0001041,EMP00513,2024-09-09 10:03:25,2024-09-09 17:02:28,Bus,43.15,2024-09-09
LOG0001067,EMP00662,2024-07-19 09:06:14,2024-07-19 20:26:35,Finance,29.6,2024-07-19
LOG0000691,EMP00341,2024-04-29 08:42:33,2024-04-29 06:40:19,IT,84.64,2024-04-29
LOG0003831,EMP00008,2024-11-04 07:16:17,2024-11-04 17:12:54,Maintenance,42.37,2024-11-04
LOG0004469,EMP00127,2024-01-03 22:24:01,2024-01-04 04:38:30,Finance,74.02,2024-01-03
LOG0001883,EMP00449,2024-07-20 07:02:02,2024-07-20 14:03:46,Scheduling,80.68,2024-07-20
LOG0002766,EMP00007,2024-06-13 14:02:20,2024-06-14 02:08:06,Bus,82.15,2024-06-13
LOG0002511,EMP00427,2024-01-23 22:44:57,2024-01-24 05:09:55,Operations,58.19,2024-01-23
LOG0004441,EMP00020,2024-06-21 06:26:25,2024-06-21 14:45:13,Rail,36.11,2024-06-21
LOG0005018,EMP00661,2024-01-06 10:43:51,2024-01-06 23:13:38,Rail,51.51,2024-01-06
LOG0004856,EMP00723,2024-04-16 09:51:33,2024-04-16 16:10:36,Legal,53.5,2024-04-16
LOG0003972,EMP00123,2024-11-18 14:53:57,2024-11-19 04:23:09,Customer Service,54.02,2024-11-18
LOG0001931,EMP00682,2024-08-25 10:36:14,2024-08-25 23:50:05,Operations,83.18,2024-08-25
LOG0000258,EMP00288,2024-08-25 09:30:19,2024-08-25 18:16:04,Scheduling,39.01,2024-08-25
LOG0003167,EMP00370,2024-12-10 06:13:55,2024-12-10 19:05:33,Scheduling,83.67,2024-12-10
LOG0000404,EMP00597,2024-04-01 06:43:31,2024-04-01 17:26:46,Rail,56.72,2024-04-01
LOG0003432,EMP00511,2024-03-19 06:14:06,2024-03-19 15:52:12,Scheduling,42.39,2024-03-19
LOG0000913,EMP00549,2024-12-28 06:12:08,2024-12-28 15:00:23,Maintenance,27.31,2024-12-28
LOG0000131,EMP00013,2024-02-04 09:42:17,2024-02-04 20:20:04,Finance,48.65,2024-02-04
LOG0000796,EMP00375,2024-12-24 14:03:59,2024-12-25 02:43:14,HR,48.02,2024-12-24
LOG0002724,EMP00189,2024-09-09 06:11:11,2024-09-09 11:36:26,Engineering,42.56,2024-09-09
LOG0004319,EMP00197,2024-08-06 06:15:12,2024-08-06 17:51:20,Rail,75.96,2024-08-06
LOG0001852,EMP00737,2024-03-17 08:09:54,2024-03-17 16:31:26,IT,41.86,2024-03-17
LOG0005011,EMP00187,2024-10-19 22:25:55,2024-10-20 07:54:27,Maintenance,83.02,2024-10-19
LOG0003746,EMP00748,2024-12-02 06:25:57,2024-12-02 16:29:44,Customer Service,50.44,2024-12-02
LOG0001269,EMP00009,2024-05-17 14:13:48,2024-05-17 23:51:14,Infrastructure,49.05,2024-05-17
LOG0003310,EMP00096,2024-08-09 09:02:32,2024-08-09 20:14:26,Rail,59.43,2024-08-09
LOG0003974,EMP00311,2024-12-27 07:25:51,2024-12-27 11:48:14,Procurement,67.64,2024-12-27
LOG0001389,EMP00669,2024-04-06 14:01:39,2024-04-06 20:16:09,HR,43.97,2024-04-06
LOG0004709,EMP00559,2024-11-11 09:42:59,2024-11-11 15:03:32,IT,71.97,2024-11-11
LOG0001564,EMP00379,2024-06-27 14:44:41,2024-06-28 04:30:34,Customer Service,37.49,2024-06-27
LOG0004152,EMP00810,2024-12-24 10:31:17,2024-12-24 19:53:45,IT,84.15,2024-12-24
LOG0004393,EMP00207,2024-07-19 09:51:14,2024-07-19 15:35:26,IT,76.42,2024-07-19
LOG0002608,EMP00571,2024-12-29 07:33:49,2024-12-29 15:28:16,Engineering,20.94,2024-12-29
LOG0004554,EMP00269,2024-09-07 10:44:27,2024-09-07 22:21:40,Scheduling,79.88,2024-09-07
LOG0003627,EMP00875,2024-03-16 07:11:35,,Engineering,27.45,2024-03-16
LOG0001942,EMP00507,2024-10-04 14:35:40,2024-10-04 19:16:49,Safety,32.39,2024-10-04
LOG0000074,EMP00835,2024-03-03 08:30:40,2024-03-03 15:29:57,IT,38.14,2024-03-03
LOG0004884,EMP00129,2024-01-02 09:46:36,2024-01-02 14:59:05,Procurement,82.16,2024-01-02
LOG0000964,EMP00235,2024-03-04 10:31:02,2024-03-04 18:09:06,Legal,72.01,2024-03-04
LOG0003634,EMP00470,2024-03-01 14:44:59,2024-03-02 01:23:55,Engineering,71.83,2024-03-01
LOG0001339,EMP00765,2024-12-08 09:53:29,2024-12-08 20:57:13,Customer Service,53.25,2024-12-08
LOG0004158,EMP00396,2024-01-05 22:03:36,2024-01-06 11:36:50,Customer Service,81.12,2024-01-05
LOG0000151,EMP00791,2024-08-30 07:10:12,2024-08-30 13:25:57,Finance,33.01,2024-08-30
LOG0004451,EMP00667,2024-01-04 09:05:01,2024-01-04 15:43:13,Scheduling,66.56,2024-01-04
LOG0002218,EMP00778,2024-01-18 10:13:40,2024-01-18 20:33:28,Finance,65.69,2024-01-18
LOG0003004,EMP00348,2024-06-06 06:19:46,2024-06-06 14:31:19,Maintenance,25.87,2024-06-06
LOG0000429,EMP00788,2024-02-21 14:43:13,2024-02-21 22:04:47,Scheduling,19.09,2024-02-21
LOG0002392,EMP00747,2024-10-10 08:52:40,2024-10-10 14:33:56,Operations,46.94,2024-10-10
LOG0000536,EMP00159,2024-12-07 09:08:11,2024-12-07 15:07:52,Rail,36.74,2024-12-07
LOG0000454,EMP00195,2024-06-11 10:27:30,2024-06-11 21:17:08,Finance,46.13,2024-06-11
LOG0003292,EMP00764,2024-11-18 06:58:44,2024-11-18 16:33:09,Engineering,48.97,2024-11-18
LOG0003888,EMP00474,2024-11-28 07:03:09,2024-11-28 14:44:43,Legal,53.1,2024-11-28
LOG0005136,EMP00838,2024-11-08 09:20:56,2024-11-08 15:37:07,Safety,28.42,2024-11-08
LOG0003991,EMP00597,2024-01-04 14:38:19,2024-01-04 23:01:50,Rail,56.72,2024-01-04
LOG0001790,EMP00198,2024-02-21 07:08:08,2024-02-21 18:32:20,Procurement,52.26,2024-02-21
LOG0000666,EMP00840,2024-12-21 09:45:31,2024-12-21 18:29:46,Finance,36.06,2024-12-21
LOG0002720,EMP00876,2024-07-31 22:58:47,2024-08-01 09:07:17,Operations,55.29,2024-07-31
LOG0000756,EMP00848,2024-12-03 09:37:19,2024-12-03 20:57:40,IT,79.1,2024-12-03
LOG0000701,EMP00626,2024-12-03 07:44:36,2024-12-03 12:41:55,Rail,56.15,2024-12-03
LOG0004268,EMP00823,2024-11-21 10:45:30,,Rail,81.55,2024-11-21
LOG0002853,EMP00552,2024-03-24 06:45:05,2024-03-24 16:09:15,Operations,37.91,2024-03-24
LOG0002586,EMP00728,2024-04-03 06:54:59,2024-04-03 13:18:42,Finance,67.31,2024-04-03
LOG0000473,EMP00291,2024-10-17 06:00:45,2024-10-17 15:16:15,IT,30.18,2024-10-17
LOG0000594,EMP00504,2024-07-27 14:10:03,2024-07-28 00:18:44,Engineering,66.68,2024-07-27
LOG0004630,EMP00684,2024-06-07 08:59:59,2024-06-07 20:55:45,Safety,83.31,2024-06-07
LOG0003515,EMP00623,2024-11-09 14:21:22,2024-11-10 00:10:57,Scheduling,62.67,2024-11-09
LOG0003691,EMP00546,2024-05-05 07:09:12,2024-05-05 17:59:34,Maintenance,23.96,2024-05-05
LOG0004720,EMP00480,2024-02-05 07:17:00,2024-02-05 12:26:19,Maintenance,84.08,2024-02-05
LOG0000456,EMP00967,2024-01-18 22:47:42,2024-01-18 19:57:36,Bus,28.49,2024-01-18
LOG0004315,EMP00921,2024-12-04 07:34:51,2024-12-04 16:18:02,Operations,30.34,2024-12-04
LOG0001072,EMP00021,2024-12-07 09:27:21,2024-12-07 13:39:50,Finance,68.18,2024-12-07
LOG0000044,EMP00474,2024-12-29 08:38:41,2024-12-29 16:35:57,Legal,53.1,2024-12-29
LOG0000975,EMP00697,2024-08-30 07:03:13,2024-08-30 19:44:01,Procurement,71.29,2024-08-30
LOG0001079,EMP00953,2024-09-04 06:17:43,2024-09-04 15:29:18,Legal,37.85,2024-09-04
LOG0003260,EMP00257,2024-10-28 14:38:50,2024-10-29 04:09:38,Maintenance,68.09,2024-10-28
LOG0003539,EMP00521,2024-10-28 10:09:01,2024-10-28 15:06:17,Procurement,18.92,2024-10-28
LOG0003998,EMP00049,2024-11-25 07:20:24,2024-11-25 14:32:06,Bus,76.65,2024-11-25
LOG0001315,EMP00406,2024-06-06 22:43:41,2024-06-07 12:09:16,HR,34.58,2024-06-06
LOG0002528,EMP00308,2024-01-05 14:09:29,2024-01-05 21:51:30,Operations,41.9,2024-01-05
LOG0004381,EMP00255,2024-05-30 22:30:59,2024-05-31 05:03:04,Operations,42.32,2024-05-30
LOG0004122,EMP00621,2024-01-23 08:35:01,2024-01-23 14:19:07,Finance,64.7,2024-01-23
LOG0000981,EMP00018,2024-10-14 22:57:38,2024-10-15 04:56:46,IT,36.3,2024-10-14
LOG0001410,EMP00715,2024-12-10 08:09:47,2024-12-10 20:12:54,Customer Service,74.79,2024-12-10
LOG0001095,EMP00954,2024-06-08 07:36:27,2024-06-08 18:23:48,IT,42.7,2024-06-08
LOG0000625,EMP00665,2024-05-20 06:43:33,2024-05-20 15:23:30,Safety,48.77,2024-05-20
LOG0001320,EMP00291,2024-01-19 22:37:24,2024-01-20 04:10:49,IT,30.18,2024-01-19
LOG0001207,EMP00877,2024-12-30 09:47:06,,Engineering,70.44,2024-12-30
LOG0001971,EMP00663,2024-10-04 06:16:10,2024-10-04 16:10:40,Infrastructure,77.45,2024-10-04
LOG0000316,EMP00326,2024-11-19 08:17:12,,Bus,33.57,2024-11-19
LOG0004450,EMP00207,2024-05-14 22:07:38,2024-05-15 09:44:58,IT,76.42,2024-05-14
LOG0001338,EMP00267,2024-06-25 06:30:35,2024-06-25 17:22:39,HR,73.52,2024-06-25
LOG0002938,EMP00032,2024-10-25 08:19:47,2024-10-25 20:33:45,Safety,19.8,2024-10-25
LOG0004584,EMP00201,2024-10-05 09:04:51,2024-10-05 21:58:09,IT,48.78,2024-10-05
LOG0004776,EMP00991,2024-07-07 09:44:58,2024-07-07 19:33:47,Infrastructure,71.99,2024-07-07
LOG0003122,EMP00513,2024-11-09 10:39:08,2024-11-10 00:09:57,Bus,43.15,2024-11-09
LOG0002208,EMP00564,2024-07-24 07:56:08,2024-07-24 21:17:14,IT,37.14,2024-07-24
LOG0002338,EMP00649,2024-04-03 08:40:02,2024-04-03 21:30:53,HR,80.61,2024-04-03
LOG0002285,EMP00663,2024-09-11 10:58:49,2024-09-11 21:22:43,Infrastructure,77.45,2024-09-11
LOG0003479,EMP00849,2024-11-04 06:47:02,2024-11-04 16:36:42,Safety,30.55,2024-11-04
LOG0004493,EMP00402,2024-11-14 07:55:30,2024-11-14 18:30:48,IT,38.28,2024-11-14
LOG0002235,EMP00742,2024-12-17 07:12:28,2024-12-17 19:04:47,Safety,65.35,2024-12-17
LOG0001532,EMP00580,2024-02-12 06:06:45,2024-02-12 18:10:20,HR,39.24,2024-02-12
LOG0002347,EMP00115,2024-02-15 08:04:13,2024-02-15 22:03:26,Bus,43.97,2024-02-15
LOG0003404,EMP00630,2024-04-08 14:34:15,2024-04-09 04:16:53,Rail,76.65,2024-04-08
LOG0000423,EMP00935,2024-01-14 22:57:40,2024-01-15 06:22:25,Customer Service,74.01,2024-01-14
LOG0002305,EMP00087,2024-08-16 10:31:42,2024-08-16 19:12:06,Finance,30.37,2024-08-16
LOG0000291,EMP00236,2024-09-07 14:01:30,2024-09-08 03:05:48,Finance,54.18,2024-09-07
LOG0002357,EMP00006,2024-07-24 09:53:35,2024-07-24 15:20:51,Procurement,29.12,2024-07-24
LOG0001102,EMP00499,2024-05-04 10:32:23,2024-05-04 15:48:44,IT,28.42,2024-05-04
LOG0001078,EMP00574,2024-06-03 14:21:57,2024-06-03 23:32:38,Scheduling,63.55,2024-06-03
LOG0004074,EMP00661,2024-06-24 10:37:23,2024-06-24 14:47:26,Rail,51.51,2024-06-24
LOG0000763,EMP00667,2024-08-13 14:58:39,2024-08-13 20:04:10,Scheduling,66.56,2024-08-13
LOG0000609,EMP00524,2024-06-23 07:29:38,2024-06-23 14:46:42,Scheduling,50.94,2024-06-23
LOG0002501,EMP00382,2024-12-07 22:53:04,2024-12-08 03:21:57,Maintenance,55.07,2024-12-07
LOG0001049,EMP00675,2024-11-22 09:42:07,2024-11-22 18:55:10,Safety,19.03,2024-11-22
